normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
espera	2	likely_legitimate_same_title_different_artist	REC002065|REC002066	Espera|Espera	SONG001548|SONG001548	GRP0190|	|	SRC0001|SRC0001
espinita	2	likely_legitimate_same_title_different_artist	REC002073|REC002074	Espinita|Espinita	SONG001555|SONG001555	|	|PER000094	SRC0001|SRC0001
esta sellado	2	likely_legitimate_same_title_different_artist	REC002082|REC002083	Esta Sellado|Esta Sellado	SONG001563|SONG001563	GRP0068|	|PER000117	SRC0001|SRC0001
esta situacion	2	possible_true_duplicate_same_entity	REC002084|REC002085	Esta Situacion|Esta Situacion	SONG001564|SONG001564	|	PER000031|PER000031	SRC0001|SRC0001
esta tarde vi llover	2	likely_legitimate_same_title_different_artist	REC002086|REC002087	Esta Tarde Vi Llover|Esta Tarde Vi Llover	SONG001565|SONG001565	GRP0081|	|PER000124	SRC0001|SRC0001
estoy llorando	2	possible_true_duplicate_same_entity	REC002097|REC002098	Estoy Llorando|Estoy Llorando	SONG001573|SONG001573	|	PER000127|PER000127	SRC0001|SRC0001
eternamente mia	2	possible_true_duplicate_same_entity	REC002105|REC002106	Eternamente Mia|Eternamente Mia	SONG001580|SONG001580	|	PER000094|PER000094	SRC0001|SRC0001
falsa moneda	2	possible_true_duplicate_same_entity	REC002114|REC002115	Falsa Moneda|Falsa Moneda	SONG001586|SONG001586	|	PER000149|PER000149	SRC0001|SRC0001
farolito	2	likely_legitimate_same_title_different_artist	REC002121|REC002122	Farolito|Farolito	SONG001592|SONG001592	|	PER000226|PER000009	SRC0001|SRC0001
farsante y mentiroso	2	possible_true_duplicate_same_entity	REC002123|REC002124	Farsante Y Mentiroso|Farsante Y Mentiroso	SONG001593|SONG001593	GRP0073|GRP0073	|	SRC0001|SRC0001
fatalidad	2	likely_legitimate_same_title_different_artist	REC002125|REC002126	Fatalidad|Fatalidad	SONG001594|SONG001594	GRP0049|	|PER000133	SRC0001|SRC0001
fiesta huasteca	2	likely_legitimate_same_title_different_artist	REC002132|REC002133	Fiesta Huasteca|Fiesta Huasteca	SONG001600|SONG001600	GRP0137|GRP0136	|	SRC0001|SRC0001
flor silvestre	2	likely_legitimate_same_title_different_artist	REC002142|REC002143	Flor Silvestre|Flor Silvestre	SONG001609|SONG001609	GRP0184|	|PER000052	SRC0001|SRC0001
florecita	2	likely_legitimate_same_title_different_artist	REC002149|REC002150	Florecita|Florecita	SONG001612|SONG001612	GRP0190|	|PER000117	SRC0001|SRC0001
flores negras	2	likely_legitimate_same_title_different_artist	REC002152|REC002153	Flores Negras|Flores Negras	SONG001614|SONG001614	GRP0126|	|PER000107	SRC0001|SRC0001
frente a frente	2	possible_true_duplicate_same_entity	REC002158|REC002159	Frente A Frente|Frente A Frente	SONG001619|SONG001619	|	PER000127|PER000127	SRC0001|SRC0001
golondrina presumida	2	likely_legitimate_same_title_different_artist	REC002187|REC002188	Golondrina Presumida|Golondrina Presumida	SONG001641|SONG001641	|	PER000149|PER000052	SRC0001|SRC0001
gozar y gozar	2	possible_true_duplicate_same_entity	REC002202|REC002203	Gozar Y Gozar|Gozar Y Gozar	SONG001650|SONG001650	|	PER000031|PER000031	SRC0001|SRC0001
gracias a dios	2	likely_legitimate_same_title_different_artist	REC002205|REC002206	Gracias A Dios|Gracias A Dios	SONG001652|SONG001652	|GRP0190	PER000094|	SRC0001|SRC0001
gracias mi amor	2	likely_legitimate_same_title_different_artist	REC002207|REC002208	Gracias Mi Amor|Gracias Mi Amor	SONG001653|SONG001653	|	PER000087|PER000094	SRC0001|SRC0001
granada	2	likely_legitimate_same_title_different_artist	REC002209|REC002210	Granada|Granada	SONG001654|SONG001654	|	PER000017|PER000104	SRC0001|SRC0001
grito prisionero	2	possible_true_duplicate_same_entity	REC002217|REC002218	Grito Prisionero|Grito Prisionero	SONG001659|SONG001659	|	PER000225|PER000225	SRC0001|SRC0001
guitarras de media noche	2	possible_true_duplicate_same_entity	REC002228|REC002229	Guitarras De Media Noche|Guitarras De Media Noche	SONG001666|SONG001666	|	PER000117|PER000117	SRC0001|SRC0001
guitarras lloren guitarras	2	same_entity_different_song_links	REC002230|REC002231	Guitarras Lloren Guitarras|Guitarras, Lloren Guitarras	SONG001667|SONG001668	|	PER000225|PER000225	SRC0001|SRC0001
hace tres lunas	2	possible_true_duplicate_same_entity	REC002234|REC002235	Hace Tres Lunas|Hace Tres Lunas	SONG001671|SONG001671	|	PER000149|PER000149	SRC0001|SRC0001
hace un ano	2	likely_legitimate_same_title_different_artist	REC002236|REC002237	Hace Un Año|Hace Un Año	SONG001672|SONG001672	|GRP0201	|	SRC0001|SRC0001
haciendo chuza	2	possible_true_duplicate_same_entity	REC002239|REC002240	Haciendo Chuza|Haciendo Chuza	SONG001674|SONG001674	|	PER000175|PER000175	SRC0001|SRC0001
hasta luego	2	likely_legitimate_same_title_different_artist	REC002252|REC002253	Hasta Luego|Hasta Luego	SONG001686|SONG001686	|	PER000117|PER000019	SRC0001|SRC0001
hay que saber perder	2	likely_legitimate_same_title_different_artist	REC002256|REC002257	Hay Que Saber Perder|Hay Que Saber Perder	SONG001689|SONG001689	|	PER000107|PER000089	SRC0001|SRC0001
hilos de plata	2	likely_legitimate_same_title_different_artist	REC002281|REC002282	Hilos De Plata|Hilos De Plata	SONG001711|SONG001711	|	PER000051|PER000089	SRC0001|SRC0001
hojita verde	2	possible_true_duplicate_same_entity	REC002293|REC002294	Hojita Verde|Hojita Verde	SONG001718|SONG001718	GRP0081|GRP0081	|	SRC0001|SRC0001
homenaje a pedro infante	2	possible_true_duplicate_same_entity	REC002299|REC002300	Homenaje A Pedro Infante|Homenaje A Pedro Infante	SONG001723|SONG001723	|	PER000023|PER000023	SRC0001|SRC0001
humanidad	2	likely_legitimate_same_title_different_artist	REC002317|REC002318	Humanidad|Humanidad	SONG001734|SONG001734	|	PER000094|	SRC0001|SRC0001
indita mia	2	likely_legitimate_same_title_different_artist	REC002339|REC002340	Indita Mia|Indita Mia	SONG001748|SONG001748	|GRP0099	PER000059|	SRC0001|SRC0001
ingrato chaparro	2	likely_legitimate_same_title_different_artist	REC002346|REC002347	Ingrato Chaparro|Ingrato Chaparro	SONG001754|SONG001754	|GRP0071	PER000161|	SRC0001|SRC0001
inolvidable	2	likely_legitimate_same_title_different_artist	REC002351|REC002352	Inolvidable|Inolvidable	SONG001758|SONG001758	GRP0174|	|PER000177	SRC0001|SRC0001
inutilmente	2	likely_legitimate_same_title_different_artist	REC002358|REC002359	Inutilmente|Inutilmente	SONG001764|SONG001764	GRP0183|GRP0081	|	SRC0001|SRC0001
jesus cadena	2	possible_true_duplicate_same_entity	REC002384|REC002385	Jesus Cadena|Jesus Cadena	SONG001781|SONG001781	|	PER000107|PER000107	SRC0001|SRC0001
jesusita en chihuahua	2	likely_legitimate_same_title_different_artist	REC002387|REC002388	Jesusita En Chihuahua|Jesusita En Chihuahua	SONG001783|SONG001783	|GRP0154	PER000060|	SRC0001|SRC0001
juan charrasqueado	2	likely_legitimate_same_title_different_artist	REC002397|REC002398	Juan Charrasqueado|Juan Charrasqueado	SONG001792|SONG001792	|GRP0146	|	SRC0001|SRC0001
juntos los dos	2	possible_true_duplicate_same_entity	REC002413|REC002414	Juntos Los Dos|Juntos Los Dos	SONG001807|SONG001807	|	PER000250|PER000250	SRC0001|SRC0001
la azucena	2	likely_legitimate_same_title_different_artist	REC002429|REC002430	La Azucena|La Azucena	SONG001820|SONG001820	GRP0137|GRP0136	|	SRC0001|SRC0001
la bella extrana	2	possible_true_duplicate_same_entity	REC002451|REC002452	La Bella Extraña|La Bella Extraña	SONG001833|SONG001833	|	PER000149|PER000149	SRC0001|SRC0001
la capsula	2	possible_true_duplicate_same_entity	REC002485|REC002486	La Capsula|La Capsula	SONG001850|SONG001850	GRP0081|GRP0081	|	SRC0001|SRC0001
la carreta	2	likely_legitimate_same_title_different_artist	REC002488|REC002489	La Carreta|La Carreta	SONG001852|SONG001852	GRP0130|GRP0153	|	SRC0001|SRC0001
la casita	2	possible_true_duplicate_same_entity	REC002490|REC002491	La Casita|La Casita	SONG001853|SONG001853	|	PER000225|PER000225	SRC0001|SRC0001
la cautela	2	likely_legitimate_same_title_different_artist	REC002492|REC002493	La Cautela|La Cautela	SONG001854|SONG001854	GRP0201|	|PER000052	SRC0001|SRC0001
la chancla	2	likely_legitimate_same_title_different_artist	REC002496|REC002497	La Chancla|La Chancla	SONG001857|SONG001857	|	PER000149|PER000033	SRC0001|SRC0001
la chapucera	2	likely_legitimate_same_title_different_artist	REC002500|REC002501	La Chapucera|La Chapucera	SONG001860|SONG001860	|GRP0075	PER000174|	SRC0001|SRC0001
la chispita	2	likely_legitimate_same_title_different_artist	REC002506|REC002507	La Chispita|La Chispita	SONG001865|SONG001865	|GRP0161	PER000197|	SRC0001|SRC0001
la cucaracha vive	2	possible_true_duplicate_same_entity	REC002529|REC002530	La Cucaracha Vive|La Cucaracha Vive	SONG001883|SONG001883	|	PER000174|PER000174	SRC0001|SRC0001
la cumparsita	2	possible_true_duplicate_same_entity	REC002533|REC005592	La Cumparsita|La Cumparsita	SONG001886|SONG001886	|	|	SRC0001|SRC0002
la hiedra	2	likely_legitimate_same_title_different_artist	REC002587|REC002588	La Hiedra|La Hiedra	SONG001922|SONG001922	GRP0019|GRP0124	|	SRC0001|SRC0001
la hilacha	2	possible_true_duplicate_same_entity	REC002589|REC002590	La Hilacha|La Hilacha	SONG001923|SONG001923	GRP0078|GRP0078	|	SRC0001|SRC0001
la huasanga	2	likely_legitimate_same_title_different_artist	REC002591|REC002592	La Huasanga|La Huasanga	SONG001924|SONG001924	GRP0137|GRP0136	|	SRC0001|SRC0001
la iglesia de mi barrio	2	possible_true_duplicate_same_entity	REC002597|REC002598	La Iglesia De Mi Barrio|La Iglesia De Mi Barrio	SONG001927|SONG001927	|	PER000052|PER000052	SRC0001|SRC0001
la igualada	2	possible_true_duplicate_same_entity	REC002599|REC002600	La Igualada|La Igualada	SONG001928|SONG001928	|	PER000174|PER000174	SRC0001|SRC0001
la jaranera	2	possible_true_duplicate_same_entity	REC002605|REC002606	La Jaranera|La Jaranera	SONG001933|SONG001933	|	PER000149|PER000149	SRC0001|SRC0001
la joven mancornadora	2	possible_true_duplicate_same_entity	REC002608|REC002609	La Joven Mancornadora|La Joven Mancornadora	SONG001935|SONG001935	|	PER000149|PER000149	SRC0001|SRC0001
la leva	2	likely_legitimate_same_title_different_artist	REC002610|REC002611	La Leva|La Leva	SONG001936|SONG001936	GRP0137|GRP0136	|	SRC0001|SRC0001
la llorona	2	likely_legitimate_same_title_different_artist	REC002614|REC002615	La Llorona|La Llorona	SONG001939|SONG001939	GRP0142|	|PER000194	SRC0001|SRC0001
la lola	2	likely_legitimate_same_title_different_artist	REC002618|REC002619	La Lola|La Lola	SONG001942|SONG001942	|	|PER000091	SRC0001|SRC0001
la luna y el toro	2	likely_legitimate_same_title_different_artist	REC002621|REC002622	La Luna Y El Toro|La Luna Y El Toro	SONG001944|SONG001944	|GRP0014	PER000149|	SRC0001|SRC0001
la madre del cordero	2	likely_legitimate_same_title_different_artist	REC002624|REC002625	La Madre Del Cordero|La Madre Del Cordero	SONG001946|SONG001946	|GRP0027	|	SRC0001|SRC0001
la mal casada	2	likely_legitimate_same_title_different_artist	REC002627|REC002628	La Mal Casada|La Mal Casada	SONG001948|SONG001948	|	|PER000149	SRC0001|SRC0001
la marimba	2	likely_legitimate_same_title_different_artist	REC002651|REC002652	La Marimba|La Marimba	SONG001965|SONG001965	|	PER000226|PER000191	SRC0001|SRC0001
la medallita	2	likely_legitimate_same_title_different_artist	REC002659|REC002660	La Medallita|La Medallita	SONG001970|SONG001970	|	PER000162|PER000019	SRC0001|SRC0001
la modesta	2	possible_true_duplicate_same_entity	REC002667|REC002668	La Modesta|La Modesta	SONG001977|SONG001977	|	|	SRC0001|SRC0001
la morena	2	likely_legitimate_same_title_different_artist	REC002673|REC002674	La Morena|La Morena	SONG001982|SONG001982	|GRP0035	PER000102|	SRC0001|SRC0001
la mosca	2	likely_legitimate_same_title_different_artist	REC002675|REC002676	La Mosca|La Mosca	SONG001983|SONG001983	GRP0182|	|PER000162	SRC0001|SRC0001
la noche y tu	2	possible_true_duplicate_same_entity	REC002713|REC002714	La Noche Y Tu|La Noche Y Tu	SONG002006|SONG002006	|	PER000149|PER000149	SRC0001|SRC0001
la nortenita	2	likely_legitimate_same_title_different_artist	REC002715|REC002716	La Norteñita|La Norteñita	SONG002007|SONG002007	GRP0121|GRP0044	|	SRC0001|SRC0001
la novia del torero	2	possible_true_duplicate_same_entity	REC002717|REC002718	La Novia Del Torero|La Novia Del Torero	SONG002008|SONG002008	|	PER000149|PER000149	SRC0001|SRC0001
la paloma	2	likely_legitimate_same_title_different_artist	REC002730|REC002731	La Paloma|La Paloma	SONG002016|SONG002016	|	PER000111|PER000104	SRC0001|SRC0001
la piedra	2	possible_true_duplicate_same_entity	REC002756|REC002757	La Piedra|La Piedra	SONG002033|SONG002033	|	PER000149|PER000149	SRC0001|SRC0001
la presentida	2	possible_true_duplicate_same_entity	REC002767|REC002768	La Presentida|La Presentida	SONG002043|SONG002043	|	PER000107|PER000107	SRC0001|SRC0001
la primavera	2	likely_legitimate_same_title_different_artist	REC002770|REC002771	La Primavera|La Primavera	SONG002045|SONG002045	GRP0165|GRP0086	|	SRC0001|SRC0001
la puerta negra	2	likely_legitimate_same_title_different_artist	REC002774|REC002775	La Puerta Negra|La Puerta Negra	SONG002048|SONG002048	|	PER000206|PER000047	SRC0001|SRC0001
la pulquera	2	likely_legitimate_same_title_different_artist	REC002776|REC002777	La Pulquera|La Pulquera	SONG002049|SONG002049	|	PER000131|PER000107	SRC0001|SRC0001
la rafailita	2	possible_true_duplicate_same_entity	REC002783|REC002784	La Rafailita|La Rafailita	SONG002053|SONG002053	|	PER000225|PER000225	SRC0001|SRC0001
la revolcada	2	likely_legitimate_same_title_different_artist	REC002794|REC002795	La Revolcada|La Revolcada	SONG002061|SONG002061	GRP0157|GRP0081	|	SRC0001|SRC0001
la rielera	2	likely_legitimate_same_title_different_artist	REC002797|REC002798	La Rielera|La Rielera	SONG002063|SONG002063	|	PER000022|	SRC0001|SRC0001
la sirena	2	likely_legitimate_same_title_different_artist	REC002808|REC002809	La Sirena|La Sirena	SONG002073|SONG002073	|GRP0136	PER000267|	SRC0001|SRC0001
la tequilera	2	possible_true_duplicate_same_entity	REC002818|REC002819	La Tequilera|La Tequilera	SONG002082|SONG002082	|	PER000149|PER000149	SRC0001|SRC0001
la tertulia	2	likely_legitimate_same_title_different_artist	REC002820|REC002821	La Tertulia|La Tertulia	SONG002083|SONG002083	GRP0051|	|PER000225	SRC0001|SRC0001
la traidora	2	possible_true_duplicate_same_entity	REC002829|REC002830	La Traidora|La Traidora	SONG002091|SONG002091	|	PER000225|PER000225	SRC0001|SRC0001
la ultima noche	2	likely_legitimate_same_title_different_artist	REC002837|REC002838	La Ultima Noche|La Ultima Noche	SONG002096|SONG002096	|	PER000132|PER000277	SRC0001|SRC0001
la ultima vez	2	likely_legitimate_same_title_different_artist	REC002839|REC002840	La Ultima Vez|La Ultima Vez	SONG002097|SONG002097	|	PER000225|PER000149	SRC0001|SRC0001
la vaca lechera	2	likely_legitimate_same_title_different_artist	REC002842|REC002843	La Vaca Lechera|La Vaca Lechera	SONG002099|SONG002099	|GRP0131	PER000191|	SRC0001|SRC0001
la verdolaga	2	possible_true_duplicate_same_entity	REC002854|REC002855	La Verdolaga|La Verdolaga	SONG002106|SONG002106	|	PER000225|PER000225	SRC0001|SRC0001
la vieja	2	possible_true_duplicate_same_entity	REC002861|REC002862	La Vieja|La Vieja	SONG002112|SONG002112	GRP0033|GRP0033	|	SRC0001|SRC0001
la virgen de la macarena	2	likely_legitimate_same_title_different_artist	REC002866|REC002867	La Virgen De La Macarena|La Virgen De La Macarena	SONG002116|SONG002116	|	|PER000017	SRC0001|SRC0001
lamento en las montanas	2	possible_true_duplicate_same_entity	REC002888|REC002889	Lamento En Las Montañas|Lamento En Las Montañas	SONG002133|SONG002133	|	PER000217|PER000217	SRC0001|SRC0001
lampara sin luz	2	likely_legitimate_same_title_different_artist	REC002895|REC002896	Lampara Sin Luz|Lampara Sin Luz	SONG002139|SONG002139	|	PER000206|PER000250	SRC0001|SRC0001
las abandonadas	2	possible_true_duplicate_same_entity	REC002897|REC002898	Las Abandonadas|Las Abandonadas	SONG002140|SONG002140	|	PER000107|PER000107	SRC0001|SRC0001
las bicicletas	2	likely_legitimate_same_title_different_artist	REC002901|REC002902	Las Bicicletas|Las Bicicletas	SONG002143|SONG002143	GRP0151|GRP0145	|	SRC0001|SRC0001
las comadres	2	possible_true_duplicate_same_entity	REC002911|REC002912	Las Comadres|Las Comadres	SONG002152|SONG002152	|	PER000029|PER000029	SRC0001|SRC0001
las conchitas	2	likely_legitimate_same_title_different_artist	REC002913|REC002914	Las Conchitas|Las Conchitas	SONG002153|SONG002153	|GRP0172	PER000100|	SRC0001|SRC0001
las copas del olvido	2	possible_true_duplicate_same_entity	REC002915|REC002916	Las Copas Del Olvido|Las Copas Del Olvido	SONG002154|SONG002154	GRP0071|GRP0071	|	SRC0001|SRC0001
las copetonas	2	likely_legitimate_same_title_different_artist	REC002917|REC002918	Las Copetonas|Las Copetonas	SONG002155|SONG002155	GRP0169|	|PER000149	SRC0001|SRC0001
las coronelas	2	likely_legitimate_same_title_different_artist	REC002919|REC002920	Las Coronelas|Las Coronelas	SONG002156|SONG002156	GRP0166|GRP0167	|	SRC0001|SRC0001
las horas negras	2	possible_true_duplicate_same_entity	REC002930|REC002931	Las Horas Negras|Las Horas Negras	SONG002164|SONG002164	GRP0074|GRP0074	|	SRC0001|SRC0001
las isabeles	2	likely_legitimate_same_title_different_artist	REC002932|REC002933	Las Isabeles|Las Isabeles	SONG002165|SONG002165	|	PER000225|PER000160	SRC0001|SRC0001
las leyes del mundo	2	possible_true_duplicate_same_entity	REC002937|REC002938	Las Leyes Del Mundo|Las Leyes Del Mundo	SONG002169|SONG002169	|	PER000127|PER000127	SRC0001|SRC0001
las otras mananitas	2	possible_true_duplicate_same_entity	REC002957|REC002958	Las Otras Mañanitas|Las Otras Mañanitas	SONG002178|SONG002178	|	PER000225|PER000225	SRC0001|SRC0001
las tres hermanas	2	likely_legitimate_same_title_different_artist	REC002971|REC002972	Las Tres Hermanas|Las Tres Hermanas	SONG002189|SONG002189	|	PER000176|PER000225	SRC0001|SRC0001
las tres huastecas	2	likely_legitimate_same_title_different_artist	REC002973|REC002974	Las Tres Huastecas|Las Tres Huastecas	SONG002190|SONG002190	GRP0138|	|PER000059	SRC0001|SRC0001
ley del amor	2	possible_true_duplicate_same_entity	REC002983|REC002984	Ley Del Amor|Ley Del Amor	SONG002199|SONG002199	|	PER000094|PER000094	SRC0001|SRC0001
lena de pirul	2	possible_true_duplicate_same_entity	REC002985|REC002986	Leña De Pirul|Leña De Pirul	SONG002200|SONG002200	|	PER000149|PER000149	SRC0001|SRC0001
limosna de un hijo	2	likely_legitimate_same_title_different_artist	REC002997|REC002998	Limosna De Un Hijo|Limosna De Un Hijo	SONG002208|SONG002208	GRP0055|	|	SRC0001|SRC0001
lirios y rosas	2	possible_true_duplicate_same_entity	REC003008|REC003009	Lirios Y Rosas|Lirios Y Rosas	SONG002216|SONG002216	GRP0152|GRP0152	|	SRC0001|SRC0001
llorar llorar	2	possible_true_duplicate_same_entity	REC003036|REC003037	Llorar, Llorar|Llorar, Llorar	SONG002236|SONG002236	GRP0067|GRP0067	|	SRC0001|SRC0001
llore por un amor	2	likely_legitimate_same_title_different_artist	REC003039|REC003040	Llore Por Un Amor|Llore Por Un Amor	SONG002238|SONG002238	|	PER000094|PER000107	SRC0001|SRC0001
